strives,strive,"努力，奋斗","He strives to be the best.","他努力成为最好的。"
harmony,harmony,"和谐，和睦","The family lives in harmony.","这个家庭和睦相处。"
troop,troop,"部队，群","A troop of monkeys was seen in the forest.","在森林里看到了一群猴子。"
intervene,intervene,"干预，介入","The government had to intervene in the crisis.","政府不得不干预这场危机。"
benevolently,benevolent,"仁慈地，善意地","He smiled benevolently at the children.","他仁慈地对孩子们微笑。"
mating,mate,"交配","The birds are in their mating season.","鸟类正处于交配季节。"
forming,form,"形成","The clouds are forming a storm.","云正在形成一场暴风雨。"
coalitions,coalition,"联盟（复数）","The political parties formed coalitions.","政党组成了联盟。"
Ties,Tie,"关系，联系","They have strong family ties.","他们有很强的家庭关系。"
grooming,groom,"梳理，打扮","The cat is grooming itself.","猫正在给自己梳理。"
favours,favour,"恩惠，帮助","She asked for a favor.","她请求帮助。"
aspirants,aspirant,"有抱负者，追求者","The aspirants for the job are numerous.","这份工作的追求者众多。"
coalitions,coalition,"联盟","The two companies formed a coalition to compete with the larger rival.","这两家公司组建了一个联盟来对抗更大的竞争对手。"
intimately,intimate,"亲密地","The two events are intimately connected.","这两件事密切相关。"
worthwhile,worthwhile,"值得的，有价值的","It was a worthwhile experience.","这是一次有价值的经历。"
troop,troop,"部队","The troop of soldiers marched through the town.","士兵部队穿过城镇。"
destabilises,destabilise,"破坏稳定","The political scandal destabilises the government.","政治丑闻破坏了政府的稳定。"
rupture,rupture,"破裂，断裂","The sudden pressure caused the pipe to rupture.","突然的压力导致管道破裂。"
formation,formation,"形成","The formation of new galaxies is a beautiful sight.","新星系的形成是一种美丽的景象。"
cases,case,"案例，情况","In some cases, the patient needs surgery.","在某些情况下，病人需要手术。"
zoologists,zoologist,"动物学家","The zoologists studied the behavior of the lions.","动物学家研究狮子的行为。"
territory,territory,"领土","The lion protected its territory from other predators.","狮子保护自己的领土不被其他捕食者侵犯。"
prolonged,prolong,"延长的，长期的","He suffered from a prolonged illness.","他患有长期疾病。"
genocidal,genocidal,"种族灭绝的","The leader was accused of genocidal acts.","这位领导人被指控犯有种族灭绝行为。"
systematically,systematic,"系统地，有条不紊地","The data was systematically collected and analysed.","数据被系统地收集和分析。"
slaughtered,slaughter,"屠杀","The soldiers slaughtered the innocent villagers.","士兵们屠杀了无辜的村民。"
instincts,instinct,"本能","The baby's sucking is an instinct.","婴儿的吸吮是本能。"
hierarchies,hierarchy,"等级制度","The social hierarchies of the ancient world were rigid.","古代世界的社会等级制度是严格的。"
intimate,intimate,"亲密的","He has an intimate knowledge of the subject.","他对这个主题有深入的了解。"
destabilised,destabilise,"破坏稳定","The political crisis destabilised the country.","政治危机破坏了这个国家的稳定。"
split,split,"分裂，分割","The company split into two separate entities.","这家公司分裂成了两个独立的实体。"
fertile,fertile,"肥沃的","The fertile soil is good for growing crops.","肥沃的土壤适合种植庄稼。"
valley,valley,"山谷","The valley was covered in a thick mist.","山谷里笼罩着浓密的薄雾。"
Sociological,Sociological,"社会学的","The study has sociological implications.","这项研究具有社会学意义。"
threshold,threshold,"门槛，界限","He has a low pain threshold.","他的痛阈很低。"
rumour-mongering,rumour-mongering,"造谣，散布谣言","The company was damaged by rumour-mongering.","这家公司因造谣而受到损害。"
soldiers,soldier,"士兵","The soldiers were fighting on the front line.","士兵们在前线战斗。"
discipline,discipline,"纪律","The army has strict discipline.","军队有严格的纪律。"
sergeant,sergeant,"中士","The sergeant shouted orders at the recruits.","中士向新兵们喊着命令。"
commissioned,commission,"委任，委托","He was commissioned to paint a portrait of the king.","他受托为国王画一幅肖像。"
ourish,flourish,"繁荣，茂盛","The new business began to flourish.","新业务开始蓬勃发展。"
board,board,"董事会","The board of directors approved the new plan.","董事会批准了新计划。"
directors,director,"董事","The directors of the company met once a month.","公司的董事们每月开会一次。"
platoon,platoon,"排（军事单位）","The platoon was sent on a reconnaissance mission.","这个排被派去执行侦察任务。"
crisis,crisis,"危机","The company is facing a financial crisis.","这家公司正面临一场金融危机。"
reinvent,reinvent,"重塑，重新创造","He reinvented himself after the divorce.","他离婚后重塑了自己。"
bust,bust,"破产，萧条","The company went bust last year.","这家公司去年破产了。"
myths,myth,"神话","Greek myths are full of gods and goddesses.","希腊神话充满了神和女神。"
medieval,medieval,"中世纪的","The medieval castle was built in the 12th century.","这座中世纪城堡建于12世纪。"
archaic,archaic,"古老的","The archaic language of the text was difficult to understand.","文本中古老的语言很难理解。"
tribe,tribe,"部落","The tribe lived in a remote part of the forest.","部落住在森林的一个偏远地区。"
religious,religious,"宗教的","He has strong religious beliefs.","他有强烈的宗教信仰。"
Catholics,Catholic,"天主教徒","Catholics are followers of the Roman Catholic Church.","天主教徒是罗马天主教会的追随者。"
incarnated,incarnate,"化身，体现","The god was incarnated as a human.","神化身为人类。"
redeem,redeem,"赎回，弥补","He tried to redeem himself for his past mistakes.","他试图弥补自己过去的错误。"
Serbian nation,Serbian nation,"塞尔维亚民族","The Serbian nation has a long and complex history.","塞尔维亚民族有悠久而复杂的历史。"
Judicial,Judicial,"司法的，审判的","The judicial system of the country is corrupt.","这个国家的司法系统是腐败的。"
legal,legal,"合法的","He sought legal advice from a lawyer.","他向律师寻求法律建议。"
myths,myth,"神话","The myths of ancient Greece are fascinating.","古希腊的神话引人入胜。"
out in,out in,"出去","He went out in the rain without an umbrella.","他没有带伞就冒雨出去了。"
invent,invent,"发明","Thomas Edison invented the light bulb.","托马斯·爱迪生发明了电灯泡。"
primitives,primitive,"原始人","The primitives lived in caves and hunted for food.","原始人住在洞穴里，靠打猎为生。"
cement,cement,"水泥；巩固","They used cement to build the house.","他们用"
sorcerers,sorcerer,"巫师","The sorcerers in the story had magical powers.","故事中的巫师有神奇的力量。"
shamans,shaman,"萨满","The shaman performed a ritual to heal the sick.","萨满举行了一项仪式来治疗病人。"
somewhat,somewhat,"有点，稍微","He was somewhat tired after the long journey.","漫长的旅程后，他有点累。"
Stadel,Stadel,"施塔德尔（地名）","The Stadel Museum is in Frankfurt, Germany.","施塔德尔博物馆在德国法兰克福。"
hood,hood,"头巾，兜帽；引擎盖","He pulled the hood of his sweatshirt over his head.","他把运动衫的帽子拉到头上。"
ornament,ornament,"装饰品，摆设","The Christmas tree was decorated with ornaments.","圣诞树上装饰着摆设。"
adorns,adorn,"装饰","The painting adorns the wall of the living room.","这幅画装饰着客厅的墙壁。"
Peugeot,Peugeot,"标致（汽车品牌）","He drives a Peugeot car.","他开一辆标致车。"
Stadel Cave,Stadel Cave,"施塔德尔洞穴","The Lion-Man figurine was found in the Stadel Cave.","狮人小雕像是在施塔德尔洞穴发现的。"
euros,euro,"欧元（复数）","The currency of Germany is euros.","德国的货币是欧元。"
simultaneously,simultaneous,"同时地","The two events happened simultaneously.","这两件事同时发生。"
junked,junk,"废弃，扔掉","He junked his old car.","他把他的旧车扔掉了。"
scrap,scrap,"碎片，废料","The metal scrap was recycled.","金属废料被回收了。"
issue,issue,"问题，发行","The magazine is a monthly issue.","这本杂志是月刊。"
annual,annual,"每年的，年度的","The company holds an annual meeting.","这家公司每年举行一次会议。"
machinery,machinery,"机器，机械","The factory is full of heavy machinery.","工厂里充满了重型机械。"
accountants,accountant,"会计师","The accountants prepared the financial statements.","会计师们准备了财务报表。"
comprise,comprise,"包含，组成","The team comprises five members.","这个团队由五名成员组成。"
assembly,assembly,"集会，装配","The car is assembled in the factory.","这辆汽车在工厂里组装。"
shareholders,shareholder,"股东","The shareholders voted on the new proposal.","股东们对新提案进行了投票。"
dismissed,dismiss,"解雇，解散","He was dismissed from his job.","他被解雇了。"
intact,intact,"完好无损的","The vase was found intact after the earthquake.","地震后花瓶被发现完好无损。"
invulnerable,invulnerable,"无懈可击的","The castle was considered to be invulnerable.","这座城堡被认为是无懈可击的。"
immortal,immortal,"不朽的，永生的","The gods were immortal beings.","神是不朽的生物。"
mandate,mandate,"授权，命令","The government received a clear mandate from the people.","政府从人民那里获得了明确的授权。"
dissolution,dissolution,"解散，溶解","The dissolution of the company was a difficult process.","公司的解散是一个艰难的过程。"
prosecuted,prosecute,"起诉，检举","He was prosecuted for tax fraud.","他因税务欺诈被起诉。"
genre,genre,"类型，流派","Science fiction is a popular genre of literature.","科幻小说是一种受欢迎的文学流派。"
liability,liability,"责任，负债","The company has a liability to its shareholders.","公司对其股东负有责任。"
untold,untold,"无数的，数不清的","The war caused untold suffering.","这场战争造成了无数的苦难。"
devastating,devastate,"破坏性的；令人震惊的","The storm had a devastating effect on the city.","这场风暴对这座城市产生了毁灭性的影响。"
spruce,spruce,"云杉；落叶松,打扮整洁的，漂亮的,打扮整齐","He looked spruce in his new suit.","他穿着新西装显得很精神。"
precipitation,precipitate,"降水；沉淀；仓促","The forecast calls for a high chance of precipitation.","天气预报说降水的可能性很高。"
metric,metric,"公制的,公制","The metric system is used in most countries.","公制在大多数国家使用。"
haunt,haunt,"鬼魂出没；萦绕心头；常去,常去的地方","The old house is rumored to be haunted.","传闻那所老房子闹鬼。"
nitric,nitric,"氮的；硝酸的","Nitric acid is a strong acid.","硝酸是一种强酸。"
sulfuric,sulfuric,"硫磺的；硫的","Sulfuric acid is a very corrosive acid.","硫酸是一种腐蚀性很强的酸。"
coined,coin,"创造（新词语）,创造","He coined the term 'cyberspace'.","他创造了“赛博空间”这个词。"
Scottish,Scottish,"苏格兰的；苏格兰人的,苏格兰人；苏格兰语","He has a strong Scottish accent.","他有很重的苏格兰口音。"
chemist,chemist,"化学家","She is a brilliant chemist.","她是一位杰出的化学家。"
bits,bit,"一点点；少量；,马嚼子","He ate a few bits of bread.","他吃了几块面包。"
settle,settle,"解决；定居；沉淀,和解，协议","They decided to settle the dispute out of court.","他们决定庭外和解。"
vegetation,vegetation,"植被；草木","The vegetation in the desert is sparse.","沙漠里的植被很稀疏。"
erupting,erupt,"喷发，爆发；突然发生","The volcano is erupting.","火山正在喷发。"
coal-burning,coal-burning,"燃煤的","A coal-burning power plant.","燃煤发电厂。"
emissions,emission,"排放；散发","The factory's emissions are harmful to the environment.","这家工厂的排放物对环境有害。"
sulfur,sulfur,"硫磺","Sulfur is a yellow non-metal element.","硫是一种黄色的非金属元素。"
dioxide,dioxide,"二氧化物","Carbon dioxide is a greenhouse gas.","二氧化碳是一种温室气体。"
nitrogen,nitrogen,"氮","Nitrogen makes up a large part of the atmosphere.","氮构成了大气的大部分。"
oxides,oxide,"氧化物","Iron oxides are found in rust.","氧化铁存在于铁锈中。"
atmosphere,atmosphere,"大气；氛围","The atmosphere of the room was tense.","房间里的气氛很紧张。"
substances,substance,"物质","The substance was identified as a chemical.","该物质被鉴定为一种化学品。"
runoff water,runoff water,"径流；地表径流","Runoff water can carry pollutants into rivers.","地表径流会将污染物带入河流。"
greenhouse,greenhouse,"温室","A greenhouse is used to grow plants.","温室是用来种植植物的。"
ground-level,ground-level,"地面的；地面上的","Ground-level ozone is a major air pollutant.","地表臭氧是主要的空气污染物。"
pollutant,pollutant,"污染物","Pollutants from the factory contaminated the river.","工厂的污染物污染了河流。"
concerns,concern,"关心；担心","His health is a major concern to his family.","他的健康是他的家人主要担心的问题。"
streams,stream,"溪流，小河","The children were playing in the stream.","孩子们正在溪流里玩耍。"
wetlands,wetland,"湿地","Wetlands are important for many wildlife species.","湿地对许多野生动物物种很重要。"
aquatic,aquatic,"水生的；水产的","Ducks are aquatic birds.","鸭子是水生鸟类。"
aluminum,aluminum,"铝","Aluminum is a lightweight metal.","铝是一种轻金属。"
absorption,absorption,"吸收；全神贯注","The absorption of nutrients is vital.","营养物质的吸收至关重要。"
tolerate,tolerate,"容忍；忍受","I can't tolerate rude behavior.","我无法容忍无礼的行为。"
non-aquatic,non-aquatic,"非水生的","Non-aquatic plants cannot grow underwater.","非水生植物不能在水下生长。"
elevations,elevation,"海拔；高地","The city is at a high elevation.","这座城市海拔很高。"
deposition,deposition,"沉积；存放","The deposition of sediment formed the rock.","沉积物的堆积形成了岩石。"
nutrients,nutrient,"营养物质","Fruits and vegetables are rich in nutrients.","水果和蔬菜富含营养。"
stressors,stressor,"压力源；加压物","Lack of sleep is a major stressor for me.","睡眠不足是我的主要压力源。"
pollutants,pollutant,"污染物","The car's pollutants are harmful to the air.","汽车的污染物对空气有害。"
neutralize,neutralize,"中和；使失效；抵消","Baking soda can neutralize stomach acid.","小苏打可以中和胃酸。"
limestone,limestone,"石灰岩；石灰石","Limestone is a type of rock.","石灰岩是一种岩石。"
inhalable,inhalable,"可吸入的","Inhalable particles can cause respiratory problems.","可吸入颗粒物会引起呼吸系统问题。"
irritation,irritation,"刺激；恼怒","The dust caused skin irritation.","灰尘引起了皮肤刺激。"
asthma,asthma,"哮喘","Asthma is a chronic respiratory disease.","哮喘是一种慢性呼吸道疾病。"
curbing,curb,"遏制；控制","The government is trying to curb inflation.","政府正在努力遏制通货膨胀。"
sulfur,sulfur,"硫磺","Sulfur is a key ingredient in gunpowder.","硫磺是火药中的关键成分。"
Initiatives,Initiative,"倡议；新方案","The company has several new initiatives.","公司有几个新方案。"
red spruce,red spruce,"红云杉","The red spruce is a common tree in this area.","红云杉是这个地区常见的树。"
Sinosphere,Sinosphere,"汉字文化圈","The Sinosphere includes countries like China, Japan, and Korea.","汉字文化圈包括中国、日本和韩国等国家。"
relied,rely,"依赖；依靠","He relied on his friend for support.","他依赖他的朋友来获得支持。"
grappling,grapple,"扭打；努力应对","He is grappling with a difficult problem.","他正在努力应对一个难题。"
literature,literature,"文学；文献","He is a professor of English literature.","他是英语文学教授。"
implementing,implement,"实施；执行","The government is implementing a new policy.","政府正在实施一项新政策。"
pouring,pour,"倾倒；倾盆而下","It's pouring outside, so don't forget your umbrella.","外面正在下倾盆大雨，别忘了带伞。"
aspect,aspect,"方面；外表","The two aspects of the problem are related.","问题的两个方面是相互关联的。"



savvy,savvy,有见识的，精明的,"He's a savvy investor.","他是一个精明的投资者。"
dogma,dogma,教条，信条,"The political dogma was difficult to challenge.","这个政治教条很难被挑战。"
monasteries,monastery,修道院；寺院,"Monasteries were centers of learning in the past.","修道院在过去是学习的中心。"
convents,convent,女修道院；女修道会,"She decided to join a convent.","她决定加入一个女修道院。"
apothecaries,apothecary,药剂师；药店,"Apothecaries sold various medicines and herbs.","药剂师们出售各种药品和草药。"
incorporated,incorporate,包含；合并；组成公司,"The company incorporated the new technology.","该公司融入了新技术。"
guilds,guild,行会；同业公会,"The tailor's guild protected the interests of its members.","裁缝行会保护其成员的利益。"
medicine,medicine,药；医学,"He is studying medicine at university.","他在大学学习医学。"
prescribed,prescribe,开药方；规定，指定,"The doctor prescribed some medicine for her.","医生给她开了一些药。"
fresco,fresco,湿壁画,"The chapel is decorated with a beautiful fresco.","教堂里装饰着一幅美丽的湿壁画。"
interior,interior,内部；内地,内部的；内地的,"The interior of the house was newly painted.","房子的内部被重新粉刷了。"
apothecary,apothecary,药剂师，药店,"He worked as an apothecary.","他是一名药剂师。"
pharmacist,pharmacist,药剂师,"The pharmacist advised me on how to take the medicine.","药剂师建议我如何服用这种药。"
secular,secular,世俗的，非宗教的,"The school has a secular curriculum.","这所学校有世俗课程。"
precision,precision,精确，精准,"The surgeon performed the operation with great precision.","外科医生以极高的精确度进行了手术。"
elegantly,elegantly,优雅地；高雅地,"She was elegantly dressed for the party.","她为了派对穿得非常优雅。"
attired,attire,穿着，打扮,"He was formally attired for the meeting.","他为会议穿得很正式。"
tattered,tattered,破烂的；衣衫褴褛的,"The homeless man wore tattered clothes.","那个无家可归的人穿着破烂的衣服。"
grinding,grind,磨碎，碾碎,"The mill is grinding corn into flour.","磨坊正在将玉米磨成面粉。"
components,component,组成部分；零件,"The car is made up of thousands of components.","这辆车由数千个零件组成。"
pestle,pestle,研杵,"He used a pestle and mortar to grind the spices.","他用研杵和研钵磨碎了香料。"
mortar,mortar,研钵；砂浆,"The chemist used a mortar to mix the chemicals.","化学家用研钵来混合化学物质。"
pharmacy,pharmacy,药房；药剂学,"I went to the pharmacy to get my prescription.","我去了药房拿我的处方药。"
lodging,lodging,寄宿，住宿,"They found lodging for the night.","他们找到了过夜的地方。"
plagues,plague,瘟疫；祸患,困扰，使苦恼,"The village was struck by a plague.","村庄遭受了瘟疫的袭击。"
easing,ease,减轻；放松,"The medicine is easing my pain.","这种药正在减轻我的疼痛。"
applied,apply,应用；涂抹；申请,"He applied the ointment to the wound.","他把药膏涂在伤口上。"
ointments,ointment,药膏；软膏,"The doctor prescribed an ointment for the rash.","医生为皮疹开了一支药膏。"
miraculous,miraculous,奇迹般的；不可思议的,"The treatment had a miraculous effect on her health.","这种治疗对她的健康产生了奇迹般的效果。"
properties,property,性质；特性；财产,"The chemical has unusual properties.","这种化学物质有不同寻常的性质。"
agate,agate,玛瑙,"She wore a necklace made of agate.","她戴着一条玛瑙项链。"
complaints,complaint,抱怨；疾病,"He went to the doctor with a stomach complaint.","他因胃部不适去看医生。"
hemorrhoids,hemorrhoid,痔疮,"Hemorrhoids are a common medical condition.","痔疮是一种常见的疾病。"
derived,derive,起源于；得到，导出,"The word 'derive' is derived from Latin.","“derive”这个词来源于拉丁语。"
mineral,mineral,矿物；矿物质,矿物的,"Gold is a precious mineral.","黄金是一种珍贵的矿物。"
urine,urine,尿,"The doctor tested a sample of his urine.","医生检测了他的尿液样本。"
variety,variety,多样性；品种,"The store offers a variety of products.","这家商店提供多种多样的产品。"
pharmacopoeia,pharmacopoeia,药典,"The new edition of the pharmacopoeia was published.","新版的药典出版了。"
physician,physician,医生；内科医生,"He is a respected physician in the community.","他是社区里一位受人尊敬的医生。"
Dioscorides,Dioscorides,迪奥斯科里德斯,"Dioscorides was an ancient Greek physician.","迪奥斯科里德斯是一位古希腊医生。"
botanical,botanical,植物学的；与植物有关的,"The garden has a wide variety of botanical specimens.","这个花园有多种植物标本。"
Certain,certain,某些；确信的，肯定的,"Certain plants are known to be poisonous.","某些植物是已知的有毒植物。"
credited,credit,相信；把…归功于,"He is credited with the invention of the machine.","这项发明归功于他。"
cyclamen,cyclamen,仙客来,"Cyclamen is a beautiful flowering plant.","仙客来是一种美丽的开花植物。"
potion,potion,药水；魔药,"The wizard made a magical potion.","巫师制作了一种神奇的药水。"
jaundice,jaundice,黄疸,"Jaundice is a condition that causes yellowing of the skin.","黄疸是一种导致皮肤变黄的疾病。"
constipation,constipation,便秘,"Eating more fiber can help with constipation.","多吃纤维可以帮助缓解便秘。"
chilblains,chilblain,冻疮,"Chilblains are caused by cold temperatures.","冻疮是由寒冷的气温引起的。"
acne,acne,痤疮；粉刺,"She has a bad case of acne.","她得了严重的痤疮。"
alopecia,alopecia,脱发症,"Alopecia is a condition that causes hair loss.","脱发症是一种导致脱发的疾病。"
Cinnamon,cinnamon,肉桂,"Cinnamon is a spice used in baking.","肉桂是一种用于烘焙的香料。"
anise,anise,茴香,"Anise has a strong licorice-like flavor.","茴香有很强的甘草味。"
Lotions,lotion,洗液；护肤液,"She applied lotion to her dry skin.","她把洗液涂在干燥的皮肤上。"
potions,potion,药水；魔药,"He prepared a potion to cure the disease.","他准备了一种药水来治疗这种疾病。"
poultices,poultice,药糊；膏药,"A hot poultice was applied to the swelling.","将热药糊敷在肿胀处。"
itinerant,itinerant,巡回的；流动的,"Itinerant healers traveled from village to village.","巡回治疗师从一个村庄到另一个村庄。"
healers,healer,治疗师；医治者,"The healer used herbs to cure his patients.","治疗师用草药来治愈他的病人。"
dispensaries,dispensary,药房；配药处,"The hospital has a dispensary for patients.","医院有一个为病人服务的药房。"
storehouse,storehouse,仓库；货栈,"The grain was stored in a large storehouse.","谷物被储存在一个大仓库里。"
pharmacies,pharmacy,药店；药房,"There are several pharmacies in the neighborhood.","这个社区有好几家药店。"
miniature,miniature,微型的，小型的,微型画；小型复制品,"He built a miniature model of a ship.","他制作了一个微型船模型。"
herbularius,herbularius,药草园丁,"The herbularius was responsible for the herb garden.","药草园丁负责药草园。"
dedicated,dedicated,专用的；专注的,"He is a dedicated teacher.","他是一位专注的老师。"
cultivating,cultivate,耕种；培养,"She is cultivating her interest in music.","她正在培养她对音乐的兴趣。"
abbeys,abbey,大修道院；大教堂,"The abbey was built in the 12th century.","这座大修道院建于12世纪。"
Monastic,monastic,修道院的；僧侣的,"He lives a monastic life.","他过着僧侣般的生活。"
pilgrims,pilgrim,朝圣者；旅行者,"Pilgrims travel to holy sites.","朝圣者前往圣地。"
ailments,ailment,小病；不适,"He suffers from minor ailments.","他患有一些小毛病。"
monastery,monastery,修道院；寺院,"He joined a monastery to become a monk.","他加入了一座修道院，成为一名僧侣。"
provision,provision,提供；供应；条款,"The provision of food and water is essential.","提供食物和水是至关重要的。"
herbs,herb,药草；香草,"He used herbs to make tea.","他用药草泡茶。"
illuminated,illuminate,照亮；阐明；装饰,"The illuminated manuscript was a work of art.","这本泥金装饰手抄本是一件艺术品。"
manuscript,manuscript,手稿；原稿,"The author submitted his manuscript to the publisher.","作者将手稿提交给了出版商。"
collectorium,collectorium,藏书室，档案室,"The collectorium held ancient texts.","藏书室收藏了古代文献。"
chirurgicum,chirurgicum,外科手术的,"The chirurgicum was a surgical text.","该chirurgicum是一本外科手术文本。"
surgical,surgical,外科手术的,"He needed surgical treatment.","他需要外科手术治疗。"
Latin,Latin,拉丁语,拉丁语的,"Latin is a classical language.","拉丁语是一种古典语言。"
herbalist,herbalist,草药师,"The herbalist recommended some herbs for his cough.","草药师为他的咳嗽推荐了一些草药。"
convent,convent,女修道院,"The convent was a place of peace.","这座女修道院是一个宁静的地方。"
friars,friar,修道士；修士,"The friars lived a life of poverty.","修士们过着贫困的生活。"
merchant,merchant,商人,"He is a wealthy merchant.","他是一位富有的商人。"
fame,fame,名声；名气,"He achieved fame as a writer.","他作为一名作家获得了名声。"
flocked,flock,聚集；蜂拥而至,"People flocked to the concert.","人们蜂拥而至去看演唱会。"
precursor,precursor,先驱；前兆,"This event was a precursor to the war.","这次事件是战争的前兆。"
harden,harden,变硬；巩固,"The cement will harden overnight.","水泥会在一夜之间变硬。"
coinciding,coincide,同时发生；巧合,"The two events coincided.","这两个事件同时发生。"
guilds,guild,行会；同业公会,"The guilds were powerful organizations.","行会是强大的组织。"
dignity,dignity,尊严；高贵,"He faced his illness with dignity.","他有尊严地面对疾病。"
promulgated,promulgate,颁布；公布,"The government promulgated a new law.","政府颁布了一项新法律。"
remedies,remedy,疗法；补救方法,"He tried various remedies for his cold.","他尝试了各种疗法来治疗感冒。"
forbade,forbid,禁止，不准,"She forbade him from going out.","她禁止他出门。"
subjected,subject,使服从；使遭受,"The prisoners were subjected to harsh treatment.","囚犯们遭受了残酷的待遇。"
regulation,regulation,规定；法规,"The new regulation is very strict.","新规定非常严格。"
prescriptions,prescription,处方；药方,"You need a prescription to buy this medicine.","你需要处方才能买这种药。"
poisonous,poisonous,有毒的,"This mushroom is poisonous.","这种蘑菇有毒。"
labeling,label,贴标签于；标记,标签；标记,"The product has clear labeling.","这个产品有清晰的标签。"
bottles,bottle,瓶子,"He filled the bottles with water.","他把瓶子里装满了水。"
obligatory,obligatory,强制性的；必须的,"Wearing a seat belt is obligatory.","系安全带是强制性的。"
compliance,compliance,服从；顺从；合规,"The company is in compliance with all regulations.","公司遵守所有规定。"
appointed,appoint,任命；指定,"He was appointed as the new manager.","他被任命为新经理。"
assisted,assist,帮助；协助,"He assisted the elderly man with his bags.","他帮助老人拿行李。"
physicians,physician,医生；内科医生,"Physicians are responsible for the health of their patients.","医生们对病人的健康负责。"
inspected,inspect,检查；视察,"The inspector inspected the building.","检查员视察了这座建筑。"
therein,therein,在其中,"The document and the information contained therein.","这份文件及其中所包含的信息。"
antiquity,antiquity,古代；古物,"The city is famous for its antiquities.","这座城市以其古物而闻名。"
restrict,restrict,限制；约束,"The rules restrict the number of people who can enter.","这些规则限制了可以进入的人数。"
midwifery,midwifery,助产学；产科,"She is studying midwifery.","她在学习助产学。"
reflecting,reflect,反映；反射；沉思,"The book is reflecting on the past.","这本书反映了过去。"
receipts,receipt,收据；收入,"He kept all his receipts.","他保留了所有的收据。"
recipes,recipe,食谱；秘诀,"She followed the recipe to make a cake.","她按照食谱做了一个蛋糕。"
Physick,Physick,医学；内科,"He studied Physick at the university.","他在大学学习内科医学。"
Chyrugery,Chyrugery,外科,"The term 'Chyrugery' is an old spelling of 'surgery'.","‘Chyrugery’是‘surgery’的旧拼写。"
colonists,colonist,殖民者，移民,"The colonists settled on the new land.","殖民者在新土地上定居。"
sail,sail,航行，行驶；,"The ship will sail at dawn.","船将在黎明时启航。"
settlers,settler,定居者；殖民者,"The early settlers faced many challenges.","早期定居者面临许多挑战。"
colony,colony,殖民地；群体,"The country was a former British colony.","这个国家曾是英国的殖民地。"
kidneys,kidney,肾脏,"The kidneys filter waste from the blood.","肾脏过滤血液中的废物。"


discrimination,discrimination,歧视,"Racial discrimination is a serious problem.","种族歧视是一个严重的问题。"
manuscript,manuscript,手稿；原稿,"The author submitted his manuscript to the publisher.","作者将他的手稿提交给了出版商。"
majestically,majestically,雄伟地，庄严地,"The eagle soared majestically through the sky.","雄鹰在天空中雄伟地翱翔。"
tactful,tactful,圆滑的；机敏的,"He gave a tactful answer to the sensitive question.","他对这个敏感的问题给出了一个圆滑的回答。"
Tattersall,Tattersall,塔特萨尔花格布（一种格子图案）,"He was wearing a Tattersall check shirt.","他穿着一件塔特萨尔花格衬衫。"
inventive,inventive,有创造力的；善于发明的,"She is an inventive designer.","她是一位有创造力的设计师。"
unorthodox,unorthodox,非传统的；非正统的,"His methods were considered unorthodox by his colleagues.","他的方法被同事们认为是离经叛道的。"
italicize,italicize,用斜体字书写，强调,"The title of the book was italicized.","书名是用斜体字书写的。"
taxonomic,taxonomic,分类学的,"The taxonomic classification of the species is complex.","该物种的分类学分类很复杂。"
Olorgesailie,Olorgesailie,"奥洛尔盖赛利（地名）","The archaeological site of Olorgesailie is in Kenya.","奥洛尔盖赛利考古遗址在肯尼亚。"
vein,vein,静脉；叶脉；方式,"Blood flows through the veins.","血液流过静脉。"
inky,inky,墨水般的；漆黑的,"The night sky was inky black.","夜空漆黑一片。"
lurk,lurk,潜伏；埋伏,"Danger lurks around every corner.","危险潜伏在每个角落。"
adequately,adequately,足够地；适当地,"He was not adequately prepared for the exam.","他为考试做的准备不够充分。"
indebted,indebted,感激的；负债的,"I am indebted to you for your help.","我感谢你的帮助。"
uniformly,uniformly,一致地；统一地,"The students were uniformly dressed in black.","学生们统一穿着黑色服装。"
heroic,heroic,英雄的；英勇的,"He made a heroic effort to save the child.","他英勇地努力拯救了那个孩子。"
Imperial,Imperial,帝国的；皇帝的,"The Imperial Palace is a historical site.","帝国宫殿是一个历史遗迹。"
Museum,Museum,博物馆,"The Museum is home to many ancient artifacts.","博物馆收藏了许多古代文物。"
Institute,Institute,学院；研究所,"He works at a research institute.","他在一个研究所工作。"
formerly,formerly,以前；从前,"This building was formerly a school.","这栋楼以前是一所学校。"
Iowa,Iowa,艾奥瓦州（美国州名）,"He lives in Iowa.","他住在艾奥瓦州。"
delighted,delighted,高兴的；愉快的,"I was delighted to hear the news.","听到这个消息我很高兴。"
trillions,trillion,万亿,"The star is trillions of miles away.","这颗恒星在数万亿英里之外。"
intricate,intricate,错综复杂的；精致的,"The intricate design of the clock fascinated the children.","时钟错综复杂的设计吸引了孩子们。"
obliging,obliging,乐于助人的；热心帮忙的,"He was an obliging and friendly host.","他是一个乐于助人且友好的主人。"
manner,manner,方式；举止；风俗,"He spoke in a calm manner.","他以一种平静的方式说话。"
arrangement,arrangement,安排；整理；布置,"The arrangement of flowers was beautiful.","花朵的布置很漂亮。"
uncomplainingly,uncomplainingly,毫无怨言地,"She worked uncomplainingly all day.","她一整天都毫无怨言地工作。"
deft,deft,灵巧的；熟练的,"He gave a deft performance.","他进行了灵巧的表演。"
operative,operative,操作的；有效的,特工；工人,"The machine is not operative.","这台机器无法运转。"
